word	word_with_punct	word_index_in_text	word_index_in_sent	sent_index_in_text	word_limit_char_indices	text_id	text_id_numeric	text_domain	text_domain_numeric	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_clause_end	is_sent_end	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base
bei	bei	11	11	1	49,51	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	APPR	bei	3.0	appr	bei	3.0	bei	1.0	2135.91106436	2161.86694017	2489.87563473	2161.86694017	0.428085856899	4322.25612062	3715.43851209	5555.26048062	4566.8199214	1219263.07434	2569992.0376	157298.346328	245814.176491	54673.4895113	42554.7307768	20337.830725	14068.4280436	3488.24080696	0.0361569463119	0.220877330072	0.0	0.0	1512.16888713	28.2536665554	0.0	0.0	1895.89892012	38.0996412641	0.2250957190990448	0.2250925898551941	0.2035611420869827	0.2035634815692901	6.647796630859375	6.643647193908691	3.917194128036499	3.8876121044158936	0.0024898024275898	0.0022694326471537
der	der	12	12	1	52,54	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554	2.390315055847168	2.3903284072875977	1.8354638814926147	1.835444450378418	0.0061173108406364	0.0061046332120895	0.0019682336132973	0.0018625784432515	30.089645385742188	30.42732620239257
Absorption	Absorption	13	13	1	55,64	p1	7	physics	1	10			0	0	0	0	0	0	0	0	1	0	0	0	NN	Absorption	10.0	nn	Absorption	10.0	ab-sorp-ti-on	4.0	1.12816090145	1.12816090145	1.14451105944	59.8497533297	67.2094795332	7.1859005068	2.09498832238	17907.5677663	71726.2134094	2090898.01665	5287145.43789	308547.788205	585755.015026	243306.635678	357737.651863	19822.5963712	2837.67619554	632.791989685	0.0197971298905	0.134056031234	0.0	0.0	0.32700315984	0.856171713799	0.0	0.0	0.335178238836	1.2842575707	7.581745147705078	7.581752300262451	3.9686009883880615	3.968580961227417	1.9893031120300293	2.034268617630005	1.6067005395889282	1.5910431146621704	0.0183043136212219	0.0071979918211511
den	den	14	14	1	65,67	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	ART	den	3.0	art	d	1.0	den	1.0	9532.82881596	9841.63424996	80100.3069113	9841.63424996	0.428085856899	7940.04185472	15266.5057923	23354.2468477	22159.4362965	1464587.59747	2838670.7078	583323.017065	738089.367203	513926.807063	462012.089145	110461.430317	53801.2331077	11287.0372669	0.0645632931127	0.22424070987	26530.3631386	0.428085856899	39507.1238333	37.6715554072	26530.3631386	0.428085856899	40560.2456847	58.6477623952	0.588996410369873	0.5890013575553894	0.6270999312400818	0.6270951628684998	0.0165203753858804	0.0162329394370317	0.000174507178599	0.0001654488005442	0.4155449271202087	0.2735123038291931
Photonenimpuls	Photonenimpuls	15	15	1	68,81	p1	7	physics	1	14			0	0	0	0	0	0	0	1	0	0	0	0	NN	Photonenimpuls	14.0	nn	Photonenimpuls	14.0	pho-to-nen-im-puls	5.0																													14.987211227416992	14.987202644348145	10.9149169921875	10.914867401123049	6.619242668151856	6.563422679901123	4.890799045562744	4.881562232971191	0.3400216443624231	0.1096242870198693
auf	auf	16	16	1	82,84	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	PTKVZ	auf	3.0	ptkvz	auf	3.0	auf	1.0	499.309299838	5591.37797963	5914.8658555	5591.37797963	0.428085856899	6569.04767908	9351.09676518	8980.91288279	7572.83880855	489216.952266	1286948.94648	95233.9886234	112163.203452	83805.1382611	46267.0913278	41334.1231877	16266.7803613	7317.89743803	0.0692951484301	0.289895292654	0.0	0.0	3235.89246851	19.2638635605	0.0	0.0	3376.16047392	32.5345251244	1.5253465175628662	1.5253429412841797	1.7266963720321655	1.726712703704834	0.4109001755714416	0.4061524868011474	0.3063412308692932	0.2966940999031067	2.225715398788452	1.9436676502227783
und	und	17	17	1	85,87	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899	7.524056911468506	7.524065017700195	3.920961618423462	3.920942068099976	1.9723867177963257	1.971334457397461	4.162531852722168	4.148232936859131	1.0034005641937256	1.314087986946106
erfährt	erfährt	18	18	1	88,94	p1	7	physics	1	7			0	0	0	0	0	0	0	0	0	0	0	0	VVFIN	erfährt	7.0	vvfin	erfahren	8.0	er-fährt	2.0	18.5247290049	18.5247290049	134.153046324	167.540068944	19.2638635605	144.600489146	34.9164720397	18335.5985523	21988.2019538	2035397.09469	4801046.66992	344731.268272	557141.756351	155065.004672	116812.643944	45007.5949345	12349.7403108	736.043237404	0.0308242122087	0.216265079795	0.0	0.0	3.55615936326	2.1404292845	0.0	0.0	6.59728874977	3.8527727121	0.0219248514622449	0.0219247341156005	0.0072796568274497	0.007279775571078	8.184572219848633	8.187110900878906	6.224981307983398	6.191812992095947	0.0180584117770195	0.0068895169533789
deshalb	deshalb	19	19	1	95,101	p1	7	physics	1	7			0	0	0	0	0	0	0	0	0	0	0	0	PAV	deshalb	7.0	adv	deshalb	7.0	des-halb	2.0	165.962278698	165.962278698	217.7268789	167.016863888	21.8323787019	787.675550289	311.65667021	10235.2561285	8575.84397127	1961002.59234	4449537.66727	315376.276364	359601.96577	182559.340425	39411.7244154	110461.430317	53801.2331077	7725.99738151	0.0057240684191	0.139436768851	0.0	0.0	87.9147995229	2.5685151414	0.0	0.0	87.9883752339	5.13703028279	0.0357631370425224	0.0357623323798179	0.0403596237301826	0.0403589345514774	5.145760536193848	5.13521146774292	5.154078960418701	5.136444568634033	1.4185804502631072e-05	3.1709168979432434e-05
einen	einen	20	20	1	102,106	p1	7	physics	1	5			0	0	0	0	0	0	0	0	0	0	0	0	ART	einen	5.0	art	eine	4.0	ei-nen	2.0	1964.53688337	2019.39166343	17543.4333976	7303.86082739	14.1268332777	4198.07871713	3586.62000791	27432.3768297	26896.634389	2859514.55384	5933406.53601	624326.327506	955059.118657	461556.498907	499462.324164	45007.5949345	21503.4825387	20569.6023896	0.0187226863739	0.182841381842	2431.18674262	0.428085856899	5300.88472258	16.2672625622	7033.4700896	0.856171713799	11104.7330053	35.1030402658	4.199259281158447	4.199252128601074	4.017741680145264	4.017734527587891	0.5963624715805054	0.6000387668609619	0.3081529438495636	0.3138541579246521	1.1920928244535389e-07	1.1920928244535389e-07
Rückstoßimpuls	Rückstoßimpuls,	21	21	1	107,120	p1	7	physics	1	14		$,	0	0	0	0	1	0	0	0	1	0	0	0	NN	Rückstoßimpuls	14.0	nn	Rückstoßimpuls	14.0	rück-stoß-im-puls	4.0																													15.139453887939451	15.139449119567873	13.400187492370604	13.400188446044922	13.93543815612793	13.835256576538086	13.183931350708008	13.065282821655272	27.07904069776123	27.5468816947905
der	der	22	22	1	122,124	p1	7	physics	1	3			0	0	1	0	0	0	0	0	0	0	0	0	PRELS	der	3.0	prels	die	3.0	der	1.0	1728.17899944	26530.3631386	10789.1994813	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554	1.0901907682418823	1.090184450149536	0.2272414714097976	0.2272433787584304	0.9427385926246644	0.9577692747116088	0.7741807699203491	0.7898869514465332	1.4759948253631592	1.3930342197418213
zu	zu	23	23	1	125,126	p1	7	physics	1	2			0	0	0	0	0	0	0	0	0	0	0	0	APPR	zu	2.0	appr	zu	2.0	zu	1.0	2657.22767686	8897.95218113	9058.93583672	0.0	0.0	7088.44961045	13807.9438853	16158.8284432	13822.8923193	227861.336305	547892.533326	51760.5780638	28442.4524183	57219.5279387	16021.5412803	19838.2434724	15326.7362026	-0.00817507899599	0.0592554444736	0.308475260123	0.0	0.0	1383.3868677	35.9592119796	0.0	0.0	4752.13254498	50.5141311141	8.427661895751953	8.42766284942627	7.890243530273437	7.890223979949951	1.955607533454895	2.0014896392822266	1.5900075435638428	1.574825882911682	0.0888511091470718	0.0168682131916284
einer	einer	24	24	1	127,131	p1	7	physics	1	5			0	0	0	0	0	0	0	0	0	0	0	0	ART	einer	5.0	art	eine	4.0	ei-ner	2.0	2342.47896043	2431.18674262	17543.4333976	7303.86082739	14.1268332777	4894.732861	4237.55615733	21798.3739882	14462.4525895	2727078.92811	5805735.49431	528986.765912	752729.903509	325207.675415	207395.611264	45007.5949345	21503.4825387	20569.6023896	0.0318816192149	0.182077876037	0.0	0.0	4849.55496137	17.9796059898	4602.28334698	0.428085856899	10773.3725284	33.3906968382	0.1277451366186142	0.1277464926242828	0.0203873813152313	0.0203881990164518	0.00772335100919	0.0079697230830788	0.0035198894329369	0.0035222652368247	0.1708070039749145	0.0543805919587612
kinetischen	kinetischen	25	25	1	132,142	p1	7	physics	1	11			0	0	0	0	0	0	0	1	0	0	0	0	ADJA	kinetischen	11.0	adja	kinetisch	9.0	ki-ne-ti-schen	4.0	0.318828080844	0.318828080844	1.4306388243	1.53691485125	13.2706615639	2.89957388871	0.605218848688	33192.5947159	87024.7176774	4181231.37242	9193233.67495	791414.993113	1565082.749	457738.279211	727676.178734	11052.747678	102.572716163	34.2208806772	3.06904102564e-05	0.120029064077	0.0	0.0	0.12262618494	1.2842575707	0.866558373575	0.428085856899	0.989184558515	1.7123434276	8.5169677734375	8.516963005065918	7.177578449249268	7.177577972412109	4.1698808670043945	4.226335048675537	5.663743019104004	5.655791759490967	0.0054993354715406	0.0078573575010523
Rückstoßenergie	Rückstoßenergie	26	26	1	143,157	p1	7	physics	1	15			0	0	0	0	0	0	0	0	1	0	0	0	NN	Rückstoßenergie	15.0	nn	Rückstoßenergie	15.0	rück-stoß-e-ner-gie	5.0																													19.983192443847656	19.98318099975586	15.99364185333252	15.993623733520508	8.72901439666748	8.720355033874512	9.149428367614746	9.002674102783203	6.262595057487488	0.0019543138114386
führt	führt.	27	27	1	158,162	p1	7	physics	1	5		$.	0	0	0	0	1	1	0	0	0	0	0	0	VVFIN	führt	5.0	vvfin	führen	6.0	führt	1.0	115.546566529	115.546566529	495.79401587	170.785575305	4.28085856899	542.976727768	217.273566679	429.281573159	86.4733430937	925325.517544	2318250.58434	148483.5674	192682.300362	115769.084005	103404.138734	12864.091756	5154.69795998	618.542826995	0.0444310020418	0.258882563818	0.0	0.0	80.7043798484	7.27745956729	0.0	0.0	195.081910081	10.7021464225	0.6150742769241333	0.6150746941566467	0.7051643133163452	0.7051552534103394	1.603909611701965	1.618909478187561	0.4191641807556152	0.4192007184028625	29.030149336904287	28.22501716390252
Die	Die	28	1	2	164,166	p1	7	physics	1	3			0	0	0	1	0	0	0	0	0	0	0	0	ART	Die	3.0	art	d	1.0	die	1.0	4044.09712821	4092.99227569	80100.3069113	4092.99227569	0.428085856899	7006.50513099	7668.65043956	33694.5118659	1928.95487119	1162034.30857	2398782.95191	235702.357048	295575.732669	203871.746843	202066.798517	19121.5915224	6400.40832231	5199.86527143	0.05895410862	0.0848217844714	29483.8638533	0.856171713799	35483.8322812	32.5345251244	29483.8638533	0.856171713799	35649.500257	46.661358402	2.596069812774658	5.502706050872803	2.6906306743621826	7.127163410186768	14.896626472473145	0.9625369906425476	15.64679718017578	0.7931316494941711	0.0127086285501718	0.0005143749876879
Photonenenergie	Photonenenergie	29	2	2	167,181	p1	7	physics	1	15			0	0	0	0	0	0	0	1	0	0	0	0	NN	Photonenenergie	15.0	nn	Photonenenergie	15.0	pho-to-nen-e-ner-gie	6.0	0.00817507899599	0.00817507899599	0.00817507899599	1.91296848506	31.6783534106	0.126068429944	0.0155184320176	27651.0356676	70475.3465355	6080647.21152	13373947.5509	928215.882123	1826800.74316	236907.895072	337049.546657	10343.3797233	496.832250902	50.0805339295	3.33e-07	0.055555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.6934871673584	8.240796089172363	18.836143493652344	6.403796672821045	17.433155059814453	5.257931232452393	18.702775955200195	4.102322578430176	3.653775224462152	2.1664030298125
wird	wird	30	3	2	182,185	p1	7	physics	1	4			0	0	0	0	0	0	0	0	0	0	0	0	VAFIN	wird	4.0	vafin	werden	6.0	wird	1.0	2344.60448097	2347.81728702	8998.09689884	2352.31358046	4.70894442589	4665.03618164	4186.0194446	2383.28895478	15.8391767053	988692.582261	1945833.01227	114090.380583	81194.6163923	94464.2477104	32816.2056182	34258.3961147	10849.3026621	4840.94660319	0.0454900900655	0.324052246465	0.0	0.0	89.680616586	11.5583181363	0.0	0.0	1784.98762338	16.2672625622	5.608117580413818	4.458958625793457	4.148053169250488	6.264848709106445	9.001338958740234	0.0100201917812228	9.338637351989746	0.0018944665789604	0.0097609851509332	6.950514793395996
dabei	dabei	31	4	2	186,190	p1	7	physics	1	5			0	0	0	0	0	0	0	0	0	0	0	0	PAV	dabei	5.0	adv	dabei	5.0	da-bei	2.0	284.836102378	284.836102378	388.267201836	285.171280617	4.28085856899	1050.023953	536.425639553	11965.9530523	12861.4114847	1683428.61701	3488083.80209	280066.524215	281984.862884	157129.203943	43849.2624081	110461.430317	19319.7963127	290.983761783	0.00784920920386	0.162390960138	0.0	0.0	103.741752459	5.56511613969	0.0	0.0	103.823503249	8.13363128109	4.535930633544922	1.883491039276123	4.821703910827637	0.4324374496936798	3.566934108734131	1.4448871612548828	5.091010093688965	0.3347413241863251	0.7829281091690063	0.1432083845138549
zum	zum	32	5	2	191,193	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	APPRART	zum	3.0	apprart	zum	3.0	zum	1.0	1651.97908812	1651.97908812	1753.17839101	1651.97908812	0.428085856899	4157.73681955	2949.09178377	1759.48955199	40.6681564054	334500.075158	796971.292562	79591.3101428	74215.1045814	74055.9396294	41125.3521006	19838.2434724	15326.7362026	1754.61720491	0.0446728863733	0.258942942311	1694.48949889	0.428085856899	1814.22988095	26.9694089847	12615.7737315	1.2842575707	12735.6694401	30.8221816968	2.6686644554138184	7.151378631591797	2.337562561035156	5.423746109008789	4.7608642578125	1.1247801780700684	4.213454246520996	0.8840500116348267	0.0091186976060271	0.0006412595394067
einen	einen	33	6	2	194,198	p1	7	physics	1	5			0	0	0	0	0	0	0	0	0	0	0	0	PIS	einen	5.0	pis	eine	4.0	ei-nen	2.0	49.7208304536	2019.39166343	17543.4333976	7303.86082739	14.1268332777	4198.07871713	3586.62000791	27432.3768297	26896.634389	2859514.55384	5933406.53601	624326.327506	955059.118657	461556.498907	499462.324164	45007.5949345	21503.4825387	20569.6023896	0.0187226863739	0.182841381842	2431.18674262	0.428085856899	5300.88472258	16.2672625622	7033.4700896	0.856171713799	11104.7330053	35.1030402658	5.003314018249512	0.0002486396697349	4.602766036987305	0.0003312277549412	0.1040173768997192	8.183307647705078	0.05967453494668	6.1856865882873535	0.4784626960754394	0.028889937326312
als	als	34	7	2	199,201	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	KOKOM	als	3.0	kokom	als	3.0	als	1.0	3463.41309205	4153.65136184	4541.08470562	4153.65136184	0.428085856899	5247.34625955	6981.83567532	4603.69763565	302.228614971	681961.550037	1925878.64622	141980.120382	218560.946583	127440.529836	138813.260388	41334.1231877	9001.42415599	4724.78690573	0.0390845361957	0.243678478051	0.0	0.0	3467.69683344	19.2638635605	0.0	0.0	4065.34415852	32.9626109813	4.608349323272705	1.6453722715377808	4.574043273925781	1.2788246870040894	2.2184033393859863	0.0036395043134689	3.222020387649536	0.0060976427048444	9.667406266089527e-05	0.0046150125563144
Rückstoßenergie	Rückstoßenergie	35	8	2	202,216	p1	7	physics	1	15			0	0	0	0	0	0	0	0	1	0	0	0	NN	Rückstoßenergie	15.0	nn	Rückstoßenergie	15.0	rück-stoß-e-ner-gie	5.0																													22.27029609680176	8.536232948303223	20.013965606689453	12.401562690734863	12.60778522491455	4.592667579650879	9.622946739196776	4.658699989318848	13.986917734146118	0.0058014264795929
und	und	36	9	2	217,219	p1	7	physics	1	3			0	0	0	0	0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899	3.2547717094421387	4.570971488952637	3.1677141189575195	3.510014533996582	5.092755317687988	4.900964260101318	7.031463623046875	4.83602237701416	0.0060372133739292	27.512699127197266
