word	word_index_in_text	word_index_in_sent	sent_index_in_text	word_limit_char_indices	text_id	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized
Wellenlänge	42	26	2	337,347	p2	11			0	0	0	0	0	0	1	0	0	0	NN	Wellenlänge	11.0	nn	Wellenlänge	11.0	wel-len-län-ge	4.0	1.82304261611	1.82304261611	2.79587701663	52.1161285995	188.357777036	11.5982955548	3.18127856361	50830.8835551	112729.132955	3938451.48161	8806627.19715	519064.639835	1146912.21671	194936.704328	326616.238153	13240.8075713	4570.94826919	879.744775996	0.00636613395067	0.128884490996	0.0	0.0	0.0	0.0	0.0	0.0	0.972834400523	0.428085856899
liegen	43	27	2	348,353	p2	6		$.	0	0	0	0	0	0	0	0	0	0	VVFIN	liegen	6.0	vvfin	liegen	6.0	lie-gen	2.0	107.346962296	136.229516389	637.370033923	359.32742219	22.2604645588	628.5771917	256.597273411	20700.2810273	45796.6249711	2687476.54008	5829847.85829	564525.861728	986046.96958	369243.523234	506946.977286	7813.184599	1588.18894671	1203.15090108	0.0458679531837	0.271811819716	0.0	0.0	130.310759196	11.9864039932	0.0	0.0	226.60501469	16.6953484191
Sie	44	1	3	355,357	p2	3			0	0	0	1	0	0	0	0	0	0	PPER	Sie	3.0	pper	sie	3.0	sie	1.0	2241.9581891	2242.86562287	8487.45693951	2242.86562287	0.428085856899	2366.5565669	3859.83752202	8142.13342764	4056.96966584	1170614.74885	2465646.10998	241036.138288	351863.029649	206507.506762	258614.799784	26995.0755041	3872.82104817	2496.18679572	0.0556963133072	0.151365669783	36592.7326965	1.7123434276	37354.0124028	31.6783534106	36592.7326965	1.7123434276	37424.0319544	46.2332725451
beeinflussen	45	2	3	358,369	p2	12			0	0	0	0	0	0	0	0	0	0	VVFIN	beeinflussen	12.0	vvfin	beeinflussen	12.0	be-ein-flus-sen	4.0	0.179851737912	15.0911958266	44.0473256304	21.3614814165	5.99320199659	129.472277552	28.4918411844	41660.1780383	80244.2657899	4661189.26291	10368004.435	680445.955791	1216111.8674	416747.852695	530301.201209	20337.830725	14068.4280436	135.354782937	0.0305221715823	0.298507305974	0.0	0.0	0.0817507899599	0.856171713799	0.0	0.0	0.498679818756	2.5685151414
deshalb	46	3	3	370,376	p2	7			0	0	0	0	0	0	0	0	0	0	PAV	deshalb	7.0	adv	deshalb	7.0	des-halb	2.0	165.962278698	165.962278698	217.7268789	167.016863888	21.8323787019	787.675550289	311.65667021	10235.2561285	8575.84397127	1961002.59234	4449537.66727	315376.276364	359601.96577	182559.340425	39411.7244154	110461.430317	53801.2331077	7725.99738151	0.0057240684191	0.139436768851	0.0	0.0	87.9147995229	2.5685151414	0.0	0.0	87.9883752339	5.13703028279
die	47	4	3	377,379	p2	3			0	0	0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383
Ausbreitung	48	5	3	380,390	p2	11			0	0	0	0	0	0	0	0	0	0	NN	Ausbreitung	11.0	nn	Ausbreitung	11.0	aus-brei-tung	3.0	7.9543518631	7.9543518631	7.99522725808	122.389107649	257.279599997	62.2778043922	14.990805329	9455.27184153	15907.2423565	3090698.06239	7182371.8525	342829.720372	806250.053511	125251.464408	314115.27496	19822.5963712	5396.67212318	2004.56207013	0.0133517275	0.0850244596948	0.0	0.0	0.00817507899599	0.428085856899	0.0	0.0	0.024525236988	1.2842575707
von	49	6	3	391,393	p2	3			0	0	0	0	0	0	0	0	0	0	APPR	von	3.0	appr	von	3.0	von	1.0	7955.34104766	7955.34104766	8265.3727435	7955.34104766	0.428085856899	7856.20634881	12401.4928732	8585.23905938	340.756342092	620899.645044	1436353.90714	258695.641457	333765.271963	253104.606831	264495.4152	23102.1601118	13320.2529889	7993.18348833	0.0874371201871	0.312235645495	0.0	0.0	3224.03042889	30.8221816968	0.0	0.0	3276.15473257	38.9558129779
Licht	50	7	3	394,398	p2	5			0	0	0	0	0	0	0	0	0	0	NN	Licht	5.0	nn	Licht	5.0	licht	1.0	115.636492398	115.636492398	135.959738782	116.797353616	3.8527727121	305.968079474	211.252415056	326.169301782	1196.49997003	1008327.92845	2342297.02309	297606.213426	485976.335414	178725.988659	203883.166808	8934.00427951	1490.48857763	222.811778036	0.0521339792319	0.263952238756	6860.1502398	0.856171713799	6935.41819212	10.2740605656	6860.1502398	0.856171713799	6955.16918297	15.4110908484
in	51	8	3	399,400	p2	2			0	0	0	0	0	0	0	0	0	0	APPR	in	2.0	appr	in	2.0	in	1.0	13129.4221199	13165.4578681	14298.1641135	0.0	0.0	8527.89894355	19687.5208529	18583.5486983	15158.092107	842500.587604	1735372.30627	309490.415689	350022.68855	273957.116004	252232.89583	37971.7622471	15391.66268	-0.00817507899599	0.0682365415668	0.281559937821	0.0	0.0	9683.14399346	42.380499833	0.0	0.0	17389.6438116	75.7711966712
diesen	52	9	3	401,406	p2	6			0	0	0	0	0	0	0	0	0	0	PDAT	diesen	6.0	pdat	diese	5.0	die-sen	2.0	470.394045429	482.730239634	4932.97346745	2820.73743186	17.5515201329	1777.56486221	902.939966946	41915.649257	23118.7767019	2876185.42018	5946350.13998	686422.788746	954589.936558	517756.267492	479339.292288	110461.430317	29991.8223867	29048.3692201	0.00848884238686	0.107160455464	2252.52039116	1.2842575707	2365.90056176	11.5583181363	3390.00905774	1.7123434276	3503.48732929	15.8391767053
Materialien	53	10	3	407,417	p2	11		$.	0	0	0	0	0	0	0	0	0	0	NN	Materialien	11.0	nn	Material	8.0	ma-te-ri-a-lien	5.0	9.5893676623	9.5893676623	72.9217046443	15.1157210636	38.9558129779	73.6239630872	17.6599756361	43514.5393821	123074.255773	4047505.03252	9216543.37794	813399.423724	1638683.12229	379092.613156	594546.186183	14815.8918663	4446.16386339	255.234141334	0.0409421461479	0.273543898179	0.0	0.0	0.00817507899599	0.428085856899	0.0	0.0	0.106276026948	1.7123434276
Fällt	54	1	4	419,423	p2	5			0	0	0	1	0	0	0	0	0	0	VVFIN	Fällt	5.0	vvfin	fällen	6.0	fällt	1.0	1.78216722113	1.78216722113	92.7789715255	39.6491331306	1.2842575707	21.6837699503	3.38301817984	127.065252835	30.8221816968	652865.381129	1902408.41103	134241.271777	199311.209856	105287.929675	117574.636769	11807.4546207	258.651324354	140.832085864	3.35573302752e-05	0.0077263186422	108.573224146	0.856171713799	108.753075884	2.5685151414	108.573224146	0.856171713799	108.818476516	4.70894442589
eine	55	2	4	424,427	p2	4			0	0	0	0	0	0	0	0	0	0	ART	eine	4.0	art	eine	4.0	ei-ne	2.0	4544.81254164	4602.28334698	17543.4333976	4654.20327368	7.70554542419	6231.56249212	7847.29862895	30417.7276523	27062.3036156	2386639.00405	4952915.26469	382524.871022	493577.855975	268757.733063	229873.543438	45007.5949345	21503.4825387	20569.6023896	0.0243873860821	0.18682983564	0.0	0.0	517.016520944	29.1098382692	4999.44503476	0.428085856899	15385.972825	53.5107321124
Lichtwelle	56	3	4	428,437	p2	10			0	0	0	0	0	0	1	0	0	0	NN	Lichtwelle	10.0	nn	Lichtwelle	10.0	licht-wel-le	3.0	0.228902211888	0.228902211888	1.71676658916	10.112572718	75.3431108143	1.51282115933	0.418997664476	10828.4153352	30245.5500475	2946521.66616	6674899.61387	444700.646878	851670.819099	233220.321314	341655.322391	8934.00427951	1490.48857763	222.811778036	0.0191742968571	0.254315205286	0.0	0.0	0.00817507899599	0.428085856899	1.47968929827	0.428085856899	1.48786437727	0.856171713799
auf	57	4	4	438,440	p2	3			0	0	0	0	0	0	0	0	0	0	APPR	auf	3.0	appr	auf	3.0	auf	1.0	5092.06867979	5591.37797963	5914.8658555	5591.37797963	0.428085856899	6569.04767908	9351.09676518	8980.91288279	7572.83880855	489216.952266	1286948.94648	95233.9886234	112163.203452	83805.1382611	46267.0913278	41334.1231877	16266.7803613	7317.89743803	0.0692951484301	0.289895292654	0.0	0.0	3235.89246851	19.2638635605	0.0	0.0	3376.16047392	32.5345251244
diese	58	5	4	441,445	p2	5			0	0	0	0	0	0	0	0	0	0	PDAT	diese	5.0	pdat	diese	5.0	die-se	2.0	985.440372335	1137.48866658	4932.97346745	1184.74062318	12.842575707	2838.68283704	2097.03675541	42835.5173207	25150.9002646	2403309.87039	4965858.86865	444621.332262	493108.673876	321421.240426	207903.749176	110461.430317	29991.8223867	29048.3692201	0.0111071876756	0.123812582272	0.0	0.0	396.156153067	14.9830049915	1140.7505231	0.428085856899	3447.21008548	20.5481211312
Struktur	59	6	4	446,453	p2	8		$,	0	0	0	0	0	0	0	0	0	0	NN	Struktur	8.0	nn	Struktur	8.0	struk-tur	2.0	41.8972798545	41.8972798545	60.3402580694	134.18574664	155.395166055	161.115453468	77.8094181364	963.25320794	7125.91717395	1674796.10147	4374764.76682	199000.290845	370138.871052	154390.904008	201110.882799	26995.0755041	6635.67892073	1106.52146734	0.0321641260368	0.188139646413	0.0	0.0	0.171676658916	1.7123434276	0.0	0.0	0.670356477671	3.4246868552
so	60	7	4	455,456	p2	2			0	0	1	0	0	0	0	0	0	0	ADV	so	2.0	adv	so	2.0	so	1.0	2876.40154474	2881.65812053	3315.19890985	0.0	0.0	3533.31988603	5044.40599322	7559.98605233	8425.15774964	385490.57713	1127504.08822	67552.2555341	43642.0688533	67539.3225592	31723.3024255	48925.779496	8037.09183762	-0.00817507899599	0.0178285087072	0.131475681059	0.0	0.0	1397.905808	42.8085856899	0.0	0.0	1576.88281246	60.3601058228
wird	61	8	4	457,460	p2	4			0	0	0	0	0	0	0	0	0	0	VAFIN	wird	4.0	vafin	werden	6.0	wird	1.0	2344.60448097	2347.81728702	8998.09689884	2352.31358046	4.70894442589	4665.03618164	4186.0194446	2383.28895478	15.8391767053	988692.582261	1945833.01227	114090.380583	81194.6163923	94464.2477104	32816.2056182	34258.3961147	10849.3026621	4840.94660319	0.0454900900655	0.324052246465	0.0	0.0	89.680616586	11.5583181363	0.0	0.0	1784.98762338	16.2672625622
ein	62	9	4	461,463	p2	3			0	0	0	0	0	0	0	0	0	0	ART	ein	3.0	art	eine	4.0	ein	1.0	4621.55200817	4999.44503476	17543.4333976	4999.44503476	0.428085856899	5809.23325181	8404.82933604	11022.7206128	11717.9941609	1614569.79583	3344143.78548	401662.305848	493686.589782	324158.412201	289382.186491	45007.5949345	21503.4825387	20569.6023896	0.0272545875843	0.196343258894	0.0	0.0	1145.39396797	31.6783534106	13165.4578681	0.428085856899	22077.4630101	57.7915906814
Teil	63	10	4	464,467	p2	4			0	0	0	0	0	0	0	0	0	0	NN	Teil	4.0	nn	Teil	4.0	teil	1.0	276.227744196	276.227744196	400.660621594	279.824778954	2.1404292845	1222.10735987	500.40735884	962.811753674	1739.31283658	1318360.89143	2915823.33753	119878.500014	236322.656872	29308.3939577	69906.8485175	8191.78885746	1519.16675475	560.68779294	0.0386105511331	0.224258617307	555.447567304	0.428085856899	663.44853592	15.4110908484	555.447567304	0.428085856899	750.562177701	22.6885504157
der	64	11	4	468,470	p2	3			0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Wellenamplitude	65	12	4	471,485	p2	15			0	0	0	0	0	1	0	0	0	0	NN	Wellenamplitude	15.0	nn	Wellenamplitude	15.0	wel-len-am-pli-tu-de	6.0																												
an	66	13	4	486,487	p2	2			0	0	0	0	0	0	0	0	0	0	APPR	an	2.0	appr	an	2.0	an	1.0	3187.89657972	3884.37243479	4068.76951662	0.0	0.0	5613.44898011	6653.07769303	12719.6789856	19259.154616	717398.252987	1649175.07855	279301.541198	364343.444721	252342.313415	264619.560099	41334.1231877	8435.34898599	-0.00817507899599	0.0614799109559	0.290369413682	13165.4578681	0.428085856899	16682.1888254	42.380499833	13165.4578681	0.428085856899	19757.6290185	75.7711966712
den	67	14	4	488,490	p2	3			0	0	0	0	0	0	0	0	0	0	ART	den	3.0	art	d	1.0	den	1.0	9532.82881596	9841.63424996	80100.3069113	9841.63424996	0.428085856899	7940.04185472	15266.5057923	23354.2468477	22159.4362965	1464587.59747	2838670.7078	583323.017065	738089.367203	513926.807063	462012.089145	110461.430317	53801.2331077	11287.0372669	0.0645632931127	0.22424070987	26530.3631386	0.428085856899	39507.1238333	37.6715554072	26530.3631386	0.428085856899	40560.2456847	58.6477623952
Grenzflächen	68	15	4	491,502	p2	12			0	0	0	0	0	0	0	0	0	0	NN	Grenzflächen	12.0	nn	Grenzefläche	12.0	grenz-flä-chen	3.0	0.294302843856	0.294302843856	0.719406951647	16.5463598879	92.4665450903	2.26923173899	0.558663552635	7606.78020451	17617.4453548	3508931.31877	7789205.81512	799980.056077	1619333.21347	405279.860054	624046.438754	15129.6759234	2639.29972862	326.046675597	0.06231202225	0.269174645	0.0	0.0	0.0	0.0	0.425104107792	0.428085856899	0.425104107792	0.428085856899
der	69	16	4	503,505	p2	3			0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
periodischen	70	17	4	506,517	p2	12			0	0	0	0	0	0	1	0	0	0	ADJA	periodischen	12.0	adja	periodisch	10.0	pe-ri-o-di-schen	5.0	2.64055051571	2.64055051571	8.29770518093	64.9837029391	59.503934109	20.0448803611	4.93486138161	24378.7150471	88210.9435868	4081672.75066	8899833.90269	859937.72045	1770733.91039	429925.94106	729509.242374	3420.10969861	318.877131318	243.437502343	0.0108186002663	0.144464483957	0.0	0.0	0.694881714659	1.7123434276	0.0	0.0	2.95937859655	2.5685151414
Struktur	71	18	4	518,525	p2	8			0	0	0	0	0	0	0	0	0	0	NN	Struktur	8.0	nn	Struktur	8.0	struk-tur	2.0	41.8972798545	41.8972798545	60.3402580694	134.18574664	155.395166055	161.115453468	77.8094181364	963.25320794	7125.91717395	1674796.10147	4374764.76682	199000.290845	370138.871052	154390.904008	201110.882799	26995.0755041	6635.67892073	1106.52146734	0.0321641260368	0.188139646413	0.0	0.0	0.171676658916	1.7123434276	0.0	0.0	0.670356477671	3.4246868552
reflektiert	72	19	4	526,536	p2	11		$.	0	0	0	0	0	0	1	0	0	0	VVPP	reflektiert	11.0	vvpp	reflektieren	12.0	re-flek-tiert	3.0	0.32700315984	3.22098112442	5.58357895426	6.59728874977	14.1268332777	23.4487279695	6.03667005486	11323.6697959	31896.2491117	4211574.22452	9706196.97086	465812.633059	956173.426142	120824.422054	182960.042466	4443.89936651	2162.46372094	29.9616645203	0.0261740698133	0.249667215992	0.0	0.0	0.155326500924	1.2842575707	0.0	0.0	1.19356153341	2.1404292845
Ist	73	1	5	538,540	p2	3			0	0	0	1	0	0	0	0	0	0	VAFIN	Ist	3.0	vafin	sein	4.0	ist	1.0	121.849552435	121.914953067	17044.4184006	121.914953067	0.428085856899	397.115554323	230.634936646	6392.98535058	321.920564388	558019.463506	1520086.64458	138889.049438	222682.557214	106346.937583	97360.4226064	8060.80774179	289.577648196	133.106636213	0.00320616865797	0.0204244763765	6201.98280491	0.428085856899	6245.58867628	18.8357777036	6201.98280491	0.428085856899	6255.68489884	26.9694089847
die	74	2	5	541,543	p2	3			0	0	0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383
Periode	75	3	5	544,550	p2	7			0	0	0	0	0	0	1	0	0	0	NN	Periode	7.0	nn	Periode	7.0	pe-ri-o-de	4.0	22.0563631312	22.0563631312	26.7652086329	44.5214802122	91.1822875196	122.790650765	40.2703310857	29132.5480085	92452.8463429	2600448.13985	5505399.01883	440271.176526	780242.981532	158703.830434	244051.318933	10343.3797233	912.183489452	517.784978369	0.0293577041401	0.161532082686	0.0	0.0	0.106276026948	2.1404292845	0.0	0.0	4.95409787157	4.28085856899
der	76	4	5	551,553	p2	3			0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Struktur	77	5	5	554,561	p2	8			0	0	0	0	0	0	0	0	0	0	NN	Struktur	8.0	nn	Struktur	8.0	struk-tur	2.0	41.8972798545	41.8972798545	60.3402580694	134.18574664	155.395166055	161.115453468	77.8094181364	963.25320794	7125.91717395	1674796.10147	4374764.76682	199000.290845	370138.871052	154390.904008	201110.882799	26995.0755041	6635.67892073	1106.52146734	0.0321641260368	0.188139646413	0.0	0.0	0.171676658916	1.7123434276	0.0	0.0	0.670356477671	3.4246868552
ein	78	6	5	562,564	p2	3			0	0	0	0	0	0	0	0	0	0	ART	ein	3.0	art	eine	4.0	ein	1.0	4621.55200817	4999.44503476	17543.4333976	4999.44503476	0.428085856899	5809.23325181	8404.82933604	11022.7206128	11717.9941609	1614569.79583	3344143.78548	401662.305848	493686.589782	324158.412201	289382.186491	45007.5949345	21503.4825387	20569.6023896	0.0272545875843	0.196343258894	0.0	0.0	1145.39396797	31.6783534106	13165.4578681	0.428085856899	22077.4630101	57.7915906814
π-vielfaches	79	7	5	565,576	p2	12			0	0	0	0	0	0	1	1	1	0	NN	π-vielfaches	13.0	nn	π-vielfach	11.0	pi-viel-fa-ches	4.0																												
der	80	8	5	577,579	p2	3			0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
Wellenlänge	81	9	5	580,590	p2	11		$,	0	0	0	0	0	0	1	0	0	0	NN	Wellenlänge	11.0	nn	Wellenlänge	11.0	wel-len-län-ge	4.0	1.82304261611	1.82304261611	2.79587701663	52.1161285995	188.357777036	11.5982955548	3.18127856361	50830.8835551	112729.132955	3938451.48161	8806627.19715	519064.639835	1146912.21671	194936.704328	326616.238153	13240.8075713	4570.94826919	879.744775996	0.00636613395067	0.128884490996	0.0	0.0	0.0	0.0	0.0	0.0	0.972834400523	0.428085856899
überlagern	82	10	5	592,601	p2	10			0	0	1	0	0	0	0	0	0	0	VVFIN	überlagern	10.0	vvfin	überlagern	10.0	ü-ber-la-gern	4.0	0.269777606868	0.743932188635	2.23179656591	382.487420986	261.988544422	7.56410579663	1.4121773136	19956.7003671	41082.1154291	3350281.1659	7717498.86557	683738.959362	1298794.93831	251084.217808	358226.953998	4201.6554257	4185.99197435	3864.02466317	0.0489994023626	0.327162053747	1.43881390329	0.428085856899	1.47151421928	0.856171713799	1.43881390329	0.428085856899	1.50421453526	1.7123434276
sich	83	11	5	602,605	p2	4			0	0	0	0	0	0	0	0	0	0	PRF	sich	4.0	prf	sich	4.0	sich	1.0	6557.46793998	6557.46793998	6566.55045274	6557.81946837	0.856171713799	6282.99841154	11211.8033194	6926.29480396	1064.22144025	990057.517976	2298056.06212	287477.77288	411907.636196	194753.386357	108862.23341	48925.779496	15113.3748159	6879.41072592	0.109257424523	0.373105981887	0.0	0.0	1254.85010065	21.404292845	0.0	0.0	4636.93750684	29.5379241261
die	84	12	5	606,608	p2	3			0	0	0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383
reflektierten	85	13	5	609,621	p2	13			0	0	0	0	0	0	1	0	0	0	ADJA	reflektierten	13.0	adja	reflektiert	11.0	re-flek-tier-ten	4.0	0.817507899599	0.997359637511	1.88026816908	2.80405209563	15.8391767053	7.56410579663	1.86221184212	30320.3542863	82772.9689467	5456518.98253	12295459.7214	832932.859376	1711866.96804	382015.743453	601175.095677	4443.89936651	2162.46372094	29.9616645203	0.0113109766639	0.27316531127	0.0	0.0	0.400578870804	2.1404292845	2.59150004173	0.856171713799	2.99207891253	2.9966009983
Anteile	86	14	5	622,628	p2	7			0	0	0	0	0	0	0	0	0	0	NN	Anteile	7.0	nn	Anteil	6.0	an-tei-le	3.0	5.04402374053	5.04402374053	53.5304172658	175.952225231	56.9354189676	39.9636922922	9.12483802637	24080.7742931	52324.0781171	2854178.90868	6284558.08697	383341.095435	753096.345003	178282.744051	274512.196166	19822.5963712	3723.58498109	499.718053788	0.0539400939254	0.295260453034	0.0	0.0	2.73865146366	2.5685151414	44.807607977	0.428085856899	48.976898265	5.13703028279
phasenrichtig	87	15	5	629,641	p2	13			0	0	0	0	0	1	0	0	0	0	ADJD	phasenrichtig	13.0	adjd	phasenrichtig	13.0	pha-sen-rich-tig	4.0	0.00817507899599	0.00817507899599	0.00817507899599	4.21016568294	11.1302322794	0.126068429944	0.0155184320176	11882.3955699	28681.7524123	3840386.25057	8902323.65003	549377.816402	1220006.16444	122517.717992	212614.834031	3420.10969861	166.926938019	22.538692792	9.562e-05	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
und	88	16	5	642,644	p2	3			0	0	0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899
addieren	89	17	5	645,652	p2	8			0	0	0	0	0	0	0	0	0	0	VVFIN	addieren	8.0	vvfin	addieren	8.0	ad-die-ren	3.0	0.719406951647	0.997359637511	2.60785019972	1.57779024623	2.9966009983	9.95940596556	1.86221184212	42713.9457209	22284.8654526	3410887.31024	6973235.21605	739877.954409	1253984.19507	425045.091896	530626.118374	41334.1231877	66.2508401835	4.62709471173	0.0574184805902	0.353022882639	0.0	0.0	0.2043769749	0.428085856899	0.0	0.0	0.4087539498	1.2842575707
sich	90	18	5	653,656	p2	4			0	0	0	0	0	0	0	0	0	0	PRF	sich	4.0	prf	sich	4.0	sich	1.0	6557.46793998	6557.46793998	6566.55045274	6557.81946837	0.856171713799	6282.99841154	11211.8033194	6926.29480396	1064.22144025	990057.517976	2298056.06212	287477.77288	411907.636196	194753.386357	108862.23341	48925.779496	15113.3748159	6879.41072592	0.109257424523	0.373105981887	0.0	0.0	1254.85010065	21.404292845	0.0	0.0	4636.93750684	29.5379241261
deshalb	91	19	5	657,663	p2	7		$.	0	0	0	0	0	0	0	0	0	0	PAV	deshalb	7.0	adv	deshalb	7.0	des-halb	2.0	165.962278698	165.962278698	217.7268789	167.016863888	21.8323787019	787.675550289	311.65667021	10235.2561285	8575.84397127	1961002.59234	4449537.66727	315376.276364	359601.96577	182559.340425	39411.7244154	110461.430317	53801.2331077	7725.99738151	0.0057240684191	0.139436768851	0.0	0.0	87.9147995229	2.5685151414	0.0	0.0	87.9883752339	5.13703028279
Das	92	1	6	665,667	p2	3			0	0	0	1	0	0	0	0	0	0	ART	Das	3.0	art	d	1.0	das	1.0	1025.44103386	1740.04103906	80100.3069113	1740.04103906	0.428085856899	4030.78591059	3283.94850984	9530.4416929	290.670296835	534766.342386	1447841.16302	107744.769815	172544.285482	102628.919831	139156.585245	19121.5915224	4160.8290812	1825.47061457	0.0254258224001	0.0443506865775	7683.24989344	0.428085856899	9528.85572757	34.246868552	7683.24989344	0.428085856899	9963.39387652	44.0928432606
Reflexionsvermögen	93	2	6	668,685	p2	18			0	0	0	0	0	0	1	0	0	0	NN	Reflexionsvermögen	18.0	nn	Reflexionsvermögen	18.0	re-fle-xi-ons-ver-mö-gen	7.0	0.0572255529719	0.0572255529719	0.0654006319679	1.92114356406	33.3906968382	0.756410579663	0.108629024123	46765.0979423	126414.609714	5662604.72062	12610883.6548	726822.974559	1555580.52723	383055.368249	611335.713491	9222.31479046	4688.04810073	133.785167769	0.000234084	0.0526180084286	0.0	0.0	0.0	0.0	0.0	0.0	0.00817507899599	0.428085856899
des	94	3	6	686,688	p2	3			0	0	0	0	0	0	0	0	0	0	ART	des	3.0	art	d	1.0	des	1.0	7101.07799289	7101.07799289	80100.3069113	7101.07799289	0.428085856899	7430.34719246	10967.4656073	9589.02430898	7300.14811771	1261615.62435	2602206.35451	326044.476501	328517.367443	261724.107647	165779.244685	110461.430317	53801.2331077	7725.99738151	0.121698304848	0.352013185599	44055.247282	1.2842575707	49782.1108458	35.9592119796	44055.247282	1.2842575707	54875.2749862	52.2264745417
