aoi_type	aoi	start_x	start_y	end_x	end_y	word
0 RECTANGLE	75.0	1137.0	345.0	1221.0	427.0	fehlt
0 RECTANGLE	76.0	1221.0	345.0	1278.0	427.0	dem
0 RECTANGLE	77.0	1278.0	345.0	1445.0	427.0	emittierten
0 RECTANGLE	78.0	1445.0	345.0	1555.0	427.0	Photon,
0 RECTANGLE	79.0	1555.0	345.0	1590.0	427.0	so
0 RECTANGLE	80.0	81.0	427.0	142.0	509.0	dass
0 RECTANGLE	81.0	142.0	427.0	240.0	509.0	dessen
0 RECTANGLE	82.0	240.0	427.0	409.0	509.0	Wellenlänge
0 RECTANGLE	83.0	409.0	427.0	548.0	509.0	ebenfalls
0 RECTANGLE	84.0	548.0	427.0	605.0	509.0	von
0 RECTANGLE	85.0	605.0	427.0	688.0	509.0	jener
0 RECTANGLE	86.0	688.0	427.0	744.0	509.0	der
0 RECTANGLE	87.0	744.0	427.0	871.0	509.0	Anregung
0 RECTANGLE	88.0	871.0	427.0	1039.0	509.0	verschieden
0 RECTANGLE	89.0	1039.0	427.0	1106.0	509.0	ist.
0 RECTANGLE	90.0	1106.0	427.0	1204.0	509.0	Atome,
0 RECTANGLE	91.0	1204.0	427.0	1263.0	509.0	die
0 RECTANGLE	92.0	1263.0	427.0	1333.0	509.0	sich
0 RECTANGLE	93.0	1333.0	427.0	1388.0	509.0	nur
0 RECTANGLE	94.0	1388.0	427.0	1431.0	509.0	in
0 RECTANGLE	95.0	1431.0	427.0	1516.0	509.0	ihrem
0 RECTANGLE	96.0	1516.0	427.0	1603.0	509.0	Impuls
0 RECTANGLE	97.0	81.0	509.0	281.0	591.0	unterscheiden,
0 RECTANGLE	98.0	281.0	509.0	381.0	591.0	können
0 RECTANGLE	99.0	381.0	509.0	451.0	591.0	also
0 RECTANGLE	100.0	451.0	509.0	576.0	591.0	Photonen
0 RECTANGLE	101.0	576.0	509.0	633.0	591.0	mit
0 RECTANGLE	102.0	633.0	509.0	884.0	591.0	unterschiedlicher
0 RECTANGLE	103.0	884.0	509.0	1011.0	591.0	Frequenz
0 RECTANGLE	104.0	1011.0	509.0	1178.0	591.0	absorbieren
0 RECTANGLE	105.0	1178.0	509.0	1247.0	591.0	bzw.
0 RECTANGLE	106.0	1247.0	509.0	1415.0	591.0	emittieren.
0 RECTANGLE	107.0	1415.0	509.0	1543.0	591.0	Befindet
0 RECTANGLE	108.0	1543.0	509.0	1605.0	591.0	sich
0 RECTANGLE	109.0	82.0	591.0	128.0	673.0	ein
0 RECTANGLE	110.0	128.0	591.0	199.0	673.0	Atom
0 RECTANGLE	111.0	199.0	591.0	241.0	673.0	in
0 RECTANGLE	112.0	241.0	591.0	325.0	673.0	einem
0 RECTANGLE	113.0	325.0	591.0	546.0	673.0	Kristallgitter,
0 RECTANGLE	114.0	546.0	591.0	689.0	673.0	überträgt
0 RECTANGLE	115.0	689.0	591.0	759.0	673.0	sich
0 RECTANGLE	116.0	759.0	591.0	814.0	673.0	der
0 RECTANGLE	117.0	814.0	591.0	941.0	673.0	Rückstoß
0 RECTANGLE	118.0	941.0	591.0	997.0	673.0	auf
0 RECTANGLE	119.0	997.0	591.0	1094.0	673.0	dieses
0 RECTANGLE	120.0	1094.0	591.0	1151.0	673.0	und
0 RECTANGLE	121.0	1151.0	591.0	1206.0	673.0	die
0 RECTANGLE	122.0	1206.0	591.0	1318.0	673.0	Energie
0 RECTANGLE	123.0	1318.0	591.0	1375.0	673.0	von
0 RECTANGLE	124.0	1375.0	591.0	1557.0	673.0	absorbiertem
0 RECTANGLE	125.0	1557.0	591.0	1606.0	673.0	und
0 RECTANGLE	126.0	82.0	673.0	242.0	755.0	emittiertem
0 RECTANGLE	127.0	242.0	673.0	339.0	755.0	Photon
0 RECTANGLE	128.0	339.0	673.0	507.0	755.0	entsprechen
0 RECTANGLE	129.0	507.0	673.0	549.0	755.0	in
0 RECTANGLE	130.0	549.0	673.0	619.0	755.0	etwa
0 RECTANGLE	131.0	619.0	673.0	674.0	755.0	der
0 RECTANGLE	132.0	674.0	673.0	925.0	755.0	Anregungsenergie.
0 RECTANGLE	133.0	925.0	673.0	995.0	755.0	Dies
0 RECTANGLE	134.0	995.0	673.0	1067.0	755.0	wird
0 RECTANGLE	135.0	1067.0	673.0	1109.0	755.0	in
0 RECTANGLE	136.0	1109.0	673.0	1164.0	755.0	der
0 RECTANGLE	137.0	1164.0	673.0	1472.0	755.0	Mößbauerspektroskopie
0 RECTANGLE	138.0	1472.0	673.0	1596.0	755.0	benutzt,
0 RECTANGLE	139.0	1596.0	673.0	1633.0	755.0	um
0 RECTANGLE	140.0	80.0	755.0	129.0	837.0	mit
0 RECTANGLE	141.0	129.0	755.0	212.0	837.0	Hilfe
0 RECTANGLE	142.0	212.0	755.0	268.0	837.0	der
0 RECTANGLE	143.0	268.0	755.0	549.0	837.0	Dopplerverschiebung
0 RECTANGLE	144.0	549.0	755.0	604.0	837.0	der
0 RECTANGLE	145.0	604.0	755.0	829.0	837.0	Emissionslinien
0 RECTANGLE	146.0	829.0	755.0	899.0	837.0	etwa
0 RECTANGLE	147.0	899.0	755.0	1361.0	837.0	Hyperfeinstrukturenaufspaltungen
0 RECTANGLE	148.0	1361.0	755.0	1403.0	837.0	in
0 RECTANGLE	149.0	1403.0	755.0	1487.0	837.0	einer
0 RECTANGLE	150.0	1487.0	755.0	1571.0	837.0	Probe
0 RECTANGLE	151.0	1571.0	755.0	1605.0	837.0	zu
0 RECTANGLE	152.0	82.0	837.0	243.0	916.0	analysieren.
