aoi_type	aoi	start_x	start_y	end_x	end_y	word
0 RECTANGLE	74.0	81.0	427.0	128.0	509.0	Ort
0 RECTANGLE	75.0	128.0	427.0	226.0	509.0	wieder
0 RECTANGLE	76.0	226.0	427.0	310.0	509.0	genau
0 RECTANGLE	77.0	310.0	427.0	366.0	509.0	wie
0 RECTANGLE	78.0	366.0	427.0	422.0	509.0	bei
0 RECTANGLE	79.0	422.0	427.0	479.0	509.0	der
0 RECTANGLE	80.0	479.0	427.0	576.0	509.0	ersten
0 RECTANGLE	81.0	576.0	427.0	715.0	509.0	Aufnahme,
0 RECTANGLE	82.0	715.0	427.0	758.0	509.0	so
0 RECTANGLE	83.0	758.0	427.0	857.0	509.0	werden
0 RECTANGLE	84.0	857.0	427.0	927.0	509.0	sich
0 RECTANGLE	85.0	927.0	427.0	1010.0	509.0	diese
0 RECTANGLE	86.0	1010.0	427.0	1165.0	509.0	Änderungen
0 RECTANGLE	87.0	1165.0	427.0	1207.0	509.0	in
0 RECTANGLE	88.0	1207.0	427.0	1501.0	509.0	Phasenverschiebungen
0 RECTANGLE	89.0	1501.0	427.0	1548.0	509.0	der
0 RECTANGLE	90.0	82.0	509.0	241.0	591.0	Signalwelle
0 RECTANGLE	91.0	241.0	509.0	351.0	591.0	äußern.
0 RECTANGLE	92.0	351.0	509.0	408.0	591.0	Die
0 RECTANGLE	93.0	408.0	509.0	591.0	591.0	Überlagerung
0 RECTANGLE	94.0	591.0	509.0	689.0	591.0	dieser
0 RECTANGLE	95.0	689.0	509.0	856.0	591.0	Signalwelle
0 RECTANGLE	96.0	856.0	509.0	913.0	591.0	vom
0 RECTANGLE	97.0	913.0	509.0	1081.0	591.0	veränderten
0 RECTANGLE	98.0	1081.0	509.0	1178.0	591.0	Objekt
0 RECTANGLE	99.0	1178.0	509.0	1235.0	591.0	mit
0 RECTANGLE	100.0	1235.0	509.0	1290.0	591.0	der
0 RECTANGLE	101.0	1290.0	509.0	1584.0	591.0	Rekonstruktionswelle
0 RECTANGLE	102.0	1584.0	509.0	1634.0	591.0	vom
0 RECTANGLE	103.0	81.0	591.0	213.0	673.0	Hologramm
0 RECTANGLE	104.0	213.0	591.0	268.0	673.0	des
0 RECTANGLE	105.0	268.0	591.0	465.0	673.0	unveränderten
0 RECTANGLE	106.0	465.0	591.0	591.0	673.0	Objektes
0 RECTANGLE	107.0	591.0	591.0	675.0	673.0	führt
0 RECTANGLE	108.0	675.0	591.0	717.0	673.0	zu
0 RECTANGLE	109.0	717.0	591.0	1025.0	673.0	Interferenzstrukturen
0 RECTANGLE	110.0	1025.0	591.0	1067.0	673.0	im
0 RECTANGLE	111.0	1067.0	591.0	1277.0	673.0	holografischen
0 RECTANGLE	112.0	1277.0	591.0	1358.0	673.0	Bild,
0 RECTANGLE	113.0	1358.0	591.0	1416.0	673.0	die
0 RECTANGLE	114.0	1416.0	591.0	1473.0	673.0	nur
0 RECTANGLE	115.0	1473.0	591.0	1520.0	673.0	für
0 RECTANGLE	116.0	81.0	673.0	227.0	755.0	diejenigen
0 RECTANGLE	117.0	227.0	673.0	310.0	755.0	Teile
0 RECTANGLE	118.0	310.0	673.0	366.0	755.0	des
0 RECTANGLE	119.0	366.0	673.0	492.0	755.0	Objektes
0 RECTANGLE	120.0	492.0	673.0	644.0	755.0	auftreten,
0 RECTANGLE	121.0	644.0	673.0	703.0	755.0	die
0 RECTANGLE	122.0	703.0	673.0	773.0	755.0	sich
0 RECTANGLE	123.0	773.0	673.0	913.0	755.0	verändert
0 RECTANGLE	124.0	913.0	673.0	1008.0	755.0	haben.
0 RECTANGLE	125.0	1008.0	673.0	1067.0	755.0	Auf
0 RECTANGLE	126.0	1067.0	673.0	1150.0	755.0	diese
0 RECTANGLE	127.0	1150.0	673.0	1235.0	755.0	Weise
0 RECTANGLE	128.0	1235.0	673.0	1304.0	755.0	kann
0 RECTANGLE	129.0	1304.0	673.0	1361.0	755.0	man
0 RECTANGLE	130.0	1361.0	673.0	1619.0	755.0	Gestaltsänderungen
0 RECTANGLE	131.0	83.0	755.0	252.0	834.0	feststellen,
0 RECTANGLE	132.0	252.0	755.0	310.0	834.0	die
0 RECTANGLE	133.0	310.0	755.0	465.0	834.0	wesentlich
0 RECTANGLE	134.0	465.0	755.0	577.0	834.0	kleiner
0 RECTANGLE	135.0	577.0	755.0	632.0	834.0	als
0 RECTANGLE	136.0	632.0	755.0	702.0	834.0	eine
0 RECTANGLE	137.0	702.0	755.0	870.0	834.0	Wellenlänge
0 RECTANGLE	138.0	870.0	755.0	925.0	834.0	des
0 RECTANGLE	139.0	925.0	755.0	1124.0	834.0	beleuchtenden
0 RECTANGLE	140.0	1124.0	755.0	1234.0	834.0	Lichtes
0 RECTANGLE	141.0	1234.0	755.0	1307.0	834.0	sind.
