aoi_type	aoi	start_x	start_y	end_x	end_y	word
0 RECTANGLE	106.0	1556.0	591.0	1604.0	673.0	der
0 RECTANGLE	107.0	81.0	673.0	170.0	755.0	halben
0 RECTANGLE	108.0	170.0	673.0	351.0	755.0	Wellenlänge,
0 RECTANGLE	109.0	351.0	673.0	423.0	755.0	sind
0 RECTANGLE	110.0	423.0	673.0	479.0	755.0	die
0 RECTANGLE	111.0	479.0	673.0	577.0	755.0	Phasen
0 RECTANGLE	112.0	577.0	673.0	632.0	755.0	der
0 RECTANGLE	113.0	632.0	673.0	828.0	755.0	reflektierten
0 RECTANGLE	114.0	828.0	673.0	927.0	755.0	Wellen
0 RECTANGLE	115.0	927.0	673.0	1122.0	755.0	gegeneinander
0 RECTANGLE	116.0	1122.0	673.0	1277.0	755.0	verschoben
0 RECTANGLE	117.0	1277.0	673.0	1333.0	755.0	und
0 RECTANGLE	118.0	1333.0	673.0	1388.0	755.0	die
0 RECTANGLE	119.0	1388.0	673.0	1577.0	755.0	reflektierten
0 RECTANGLE	120.0	80.0	755.0	184.0	834.0	Anteile
0 RECTANGLE	121.0	184.0	755.0	297.0	834.0	löschen
0 RECTANGLE	122.0	297.0	755.0	367.0	834.0	sich
0 RECTANGLE	123.0	367.0	755.0	506.0	834.0	teilweise
0 RECTANGLE	124.0	506.0	755.0	576.0	834.0	oder
0 RECTANGLE	125.0	576.0	755.0	647.0	834.0	ganz
0 RECTANGLE	126.0	647.0	755.0	705.0	834.0	aus.
